DepotID,ShipToID,Latitude,Longitude,NumDeliveries,NumPlannedDeliveryDates,PeriodStart,PeriodEnd,TotalNetWeightKg,AvgDailyDemand,WeightInUOM
25P2,70017000,14.50783806,121.0333018,1,1,2023-01-20,2023-01-20,4.586,4.586,Kg
25P2,70017437,14.60213586,121.0365402,3,3,2023-01-12,2023-01-16,65.27199999999999,21.757333,Kg
25P2,70017458,14.56007693,121.0156044,3,1,2023-01-13,2023-01-13,6.513,6.513,Kg
25P2,70017459,14.55488473,121.0133299,3,2,2023-01-13,2023-01-16,0.642,0.321,Kg
25P2,70017470,14.56348294,121.0174927,5,3,2023-01-12,2023-01-17,20.487,6.829,Kg
25P2,70017496,14.5558328,120.9954921,2,2,2023-01-13,2023-01-18,1.439,0.7195,Kg
25P2,70017505,14.55467704,121.0145315,9,2,2023-01-12,2023-01-13,279.377,139.6885,Kg
25P2,70017526,14.57731323,121.0500934,1,1,2023-01-13,2023-01-13,0.246,0.246,Kg
25P2,70017539,14.59052169,121.0690191,10,3,2023-01-12,2023-01-16,38.772999999999996,12.924333,Kg
25P2,70017600,14.63846718,121.0942483,4,1,2023-01-11,2023-01-11,9.396,9.396,Kg
25P2,70018354,14.53544006,121.0053233,1,1,2023-01-13,2023-01-13,0.467,0.467,Kg
25P2,70018486,14.62798652,121.068201,2,1,2023-01-13,2023-01-13,29.634999999999998,29.635,Kg
25P2,70019261,14.56399544,121.0653501,1,1,2023-01-10,2023-01-10,6.672,6.672,Kg
25P2,70019315,14.56515049,121.0459705,11,2,2023-01-13,2023-01-20,30026.572,15013.286,Kg
25P2,70019322,14.6325787,121.096125,12,2,2023-01-16,2023-01-23,43.053000000000004,21.5265,Kg
25P2,70019375,14.63224007,121.0938497,11,2,2023-01-16,2023-01-23,12.081999999999999,6.041,Kg
25P2,70019381,14.62541458,121.1204145,8,2,2023-01-16,2023-01-23,24.351,12.1755,Kg
25P2,70019384,14.57363942,121.0579284,4,2,2023-01-13,2023-01-20,3.944,1.972,Kg
25P2,70019391,14.57679518,121.0349877,8,2,2023-01-13,2023-01-20,27.147,13.5735,Kg
25P2,70019392,14.54642851,121.0537137,10,2,2023-01-13,2023-01-20,63.481,31.7405,Kg
25P2,70019395,14.5510814,121.0133733,1,1,2023-01-13,2023-01-13,0.011,0.011,Kg
